MIC,Ticker,Company name,Market capital size (in millions)
XNGS,KTOS,"Kratos Defense and Security Solutions Inc",6192.97
XNYS,NTST,"Netstreit Corp",1322.00
XNYS,CTO,"CTO Realty Growth Inc",603.36
XNCM,NN,"NextNav Inc",1538.46
XNYS,GTLS,"Chart Industries Inc",6680.79
XNGS,RVMD,"Revolution Medicines Inc",7487.96
XNMS,SITM,"SiTime Corp",4759.26
XNYS,ABBV,"AbbVie Inc",331147.58
XNYS,NWN,"Northwest Natural Holding Co",1604.73
XNGS,LINC,"Lincoln Educational Services Corp",713.05
XNYS,CARR,"Carrier Global Corp",61211.92
XNMS,LMAT,"LeMaitre Vascular Inc",1884.37
XNYS,RTX,"RTX Corp",185791.09
XNYS,OTIS,"Otis Worldwide Corp",37604.79
XNGS,XMTR,"Xometry Inc",1736.81
XNCM,VRRM,"Verra Mobility Corp",3886.87
XNYS,ARCH,"Arch Resources Inc",2441.19
XNYS,PSN,"Parsons Corp",7276.05
XNGS,LQDT,"Liquidity Services Inc",764.60
XNGS,LRCX,"Lam Research Corp",108609.91
XNGS,CFB,"CrossFirst Bankshares Inc",789.04
XNGS,LULU,"Lululemon Athletica Inc",38051.13
XNGS,BRZE,"Braze Inc",3199.01
XNGS,MATW,"Matthews International Corp",687.15
XNGS,MCBC,"Macatawa Bank Corp",507.86
XNGS,MCHP,"Microchip Technology Inc",34721.14
XNYS,PRG,"PROG Holdings Inc",1172.69
XNGS,MELI,"MercadoLibre Inc",130887.44
XNYS,PSTL,"Postal Realty Trust Inc",337.09
XNYS,LTH,"Life Time Group Holdings Inc",6299.47
XNYS,KTB,"Kontoor Brands Inc",3784.28
XNGS,MGPI,"MGP Ingredients Inc",583.48
XNYS,GL,"Globe Life Inc",9886.16
XNGS,COCO,"Vita Coco Company Inc",1934.61
XNGS,MKTX,"Marketaxess Holdings Inc",8480.25
XNYS,TRNO,"Terreno Realty Corp",5985.56
XNYS,TRV,"Travelers Companies Inc",61213.10
XNYS,TSN,"Tyson Foods Inc",15811.09
XNGS,MMSI,"Merit Medical Systems Inc",5626.87
XNYS,VAL,"Valaris Ltd",2805.10
XNGS,MNRO,"Monro Inc",474.71
XNGS,GFS,"GlobalFoundries Inc",20739.76
XNGS,MPWR,"Monolithic Power Systems Inc",32609.15
XNGS,MRTN,"Marten Transport Ltd",1061.04
XNGS,MSTR,"Microstrategy Inc",93585.28
XNGS,MU,"Micron Technology Inc",118786.68
XNGS,NMRK,"Newmark Group Inc",1822.06
XNYS,PX,"P10 Inc",771.78
XNGS,PTLO,"Portillos Inc",720.29
XNYS,ONTO,"Onto Innovation Inc",4606.26
XNCM,IMXI,"International Money Express Inc",340.74
XNYS,ENFN,"Enfusion Inc",1398.46
XNGS,NAVI,"Navient Corp",1371.60
XNGS,NBTB,"NBT Bancorp Inc",1939.46
XNGS,NDAQ,"Nasdaq Inc",48226.22
XNGS,NDSN,"Nordson Corp",12067.49
XNYS,TFC,"Truist Financial Corp",51897.03
XNMS,NEWT,"NewtekOne Inc",278.44
XNGS,NFBK,"Northfield Bancorp Inc",498.73
XNGS,LASR,"nLIGHT Inc",881.01
XNGS,GSHD,"Goosehead Insurance Inc",2787.19
XNGS,SGH,"SMART Global Holdings Inc.",1102.74
XNMS,APPN,"Appian Corp",1371.78
XNGS,NSIT,"Insight Enterprises Inc",4221.87
XNGS,NSSC,"NAPCO Security Technologies Inc",1022.63
XNGS,NTCT,"Netscout Systems Inc",1656.25
XNYS,BFH,"Bread Financial Holdings Inc",2300.46
XNGS,NTGR,"NETGEAR Inc",868.06
XNGS,NTRS,"Northern Trust Corp",20712.52
XNGS,NVDA,"NVIDIA Corp",3415756.00
XNGS,NWBI,"Northwest Bancshares Inc",1549.64
XNGS,NWSA,"News Corp",10605.46
XNGS,NXPI,"NXP Semiconductors NV",52268.88
XNYS,J,"Jacobs Solutions Inc",15019.52
XNGS,OCFC,"OceanFirst Financial Corp",980.84
XNMS,PRCT,"Procept Biorobotics Corp",3599.13
XNGS,NVEE,"NV5 Global Inc",1453.62
XNGS,IDYA,"IDEAYA Biosciences Inc",1847.98
XNGS,OFIX,"Orthofix Medical Inc",419.63
XNGS,ODFL,"Old Dominion Freight Line Inc",33744.44
XNGS,OMCL,"Omnicell Inc",1446.06
XNYS,HLIO,"Helios Technologies Inc",1065.28
XNGS,MLKN,"MillerKnoll Inc",1159.82
XNGS,NARI,"Inari Medical Inc",4681.78
XNGS,ORLY,"O'Reilly Automotive Inc",78178.13
XNGS,OSBC,"Old Second Bancorp Inc",736.22
XNGS,ZM,"Zoom Communications Inc",21168.58
XNGS,FLYW,"Flywire Corp",1218.39
XNYS,SG,"Sweetgreen Inc",1470.15
XNYS,ANET,"Arista Networks Inc",119538.60
XNGS,PATK,"Patrick Industries Inc",3028.18
XNGS,PAYX,"Paychex Inc",57381.98
XNYS,FLNG,"FLEX LNG Ltd",1348.83
XNGS,PCAR,"Paccar Inc",48532.50
XNGS,PCH,"Potlatchdeltic Corp",3062.89
XNGS,OM,"Outset Medical Inc",355.51
XNGS,PDCO,"Patterson Companies Inc",2772.77
XNGS,PDFS,"PDF Solutions Inc",746.38
XNGS,STEP,"StepStone Group Inc",4359.28
XNGS,PENN,"PENN Entertainment Inc",2367.71
XNYS,SHAK,"Shake Shack Inc",5162.88
XNYS,DEA,"Easterly Government Properties Inc",983.42
XNMS,SIBN,"SI-BONE Inc",812.23
XNCM,SPT,"Sprout Social Inc",1134.23
XNGS,DYN,"Dyne Therapeutics Inc",1590.20
XNYS,SWI,"SolarWinds Corp",3201.21
XNGS,PLAB,"Photronics Inc",1126.95
XNYS,FG,"F&G Annuities & Life Inc",4441.77
XNGS,DRS,"Leonardo DRS Inc",11812.58
XNGS,ROAD,"Construction Partners Inc",5107.48
XNYS,VTOL,"Bristow Group Inc",853.19
XNYS,BOWL,"Bowlero Corp",1033.33
XNYS,XHR,"Xenia Hotels & Resorts Inc",1181.48
XNYS,APAM,"Artisan Partners Asset Management Inc",2836.12
XNGS,POOL,"Pool Corp",11596.24
XNGS,JAMF,"Jamf Holding Corp",1389.85
XNGS,POWI,"Power Integrations Inc",3026.17
XNYS,ATEN,"A10 Networks Inc",1282.32
XNGS,POWL,"Powell Industries Inc",2203.66
XNGS,PPBI,"Pacific Premier Bancorp Inc",2007.17
XNGS,IRTC,"iRhythm Technologies Inc",4636.51
XNGS,PRAA,"PRA Group Inc",562.76
XNGS,PRFT,"Perficient Inc",2670.85
XNGS,PRGS,"Progress Software Corp",2736.02
XNMS,APGE,"Apogee Therapeutics Inc",1733.69
XNGS,PCVX,"Vaxcyte Inc",4489.34
XNYS,BXMT,"Blackstone Mortgage Trust Inc",3229.14
XNYS,WKC,"World Kinect Corp",1557.82
XNGS,SKWD,"Skyward Specialty Insurance Group Inc",2543.36
XNYS,VSTO,"Vista Outdoor Inc",2608.21
XNGS,CCSI,"Consensus Cloud Solutions Inc",436.94
XNYS,CPS,"Cooper-Standard Holdings Inc",370.44
XNGS,PZZA,"Papa John's International Inc",1555.40
XNGS,ZD,"Ziff Davis Inc",1380.89
XNYS,CSTM,"Constellium SE",1833.64
XNYS,DNOW,"DNOW Inc",1527.57
XNGS,QNST,"QuinStreet Inc",880.91
XNYS,EPAM,"Epam Systems Inc",9889.86
XNYS,WMT,"Walmart Inc",783766.88
XNYS,ESNT,"Essent Group Ltd",5790.03
XNYS,AXP,"American Express Co",207346.28
XNYS,DIS,"Walt Disney Co",202300.39
XNYS,EVTC,"Evertec Inc",2310.46
XNYS,MMM,"3M Co",78714.41
XNYS,SCHW,"Charles Schwab Corp",158512.50
XNMS,RDNT,"RadNet Inc",4357.00
XNGS,REGN,"Regeneron Pharmaceuticals Inc",51277.08
XNYS,UNP,"Union Pacific Corp",131832.99
XNYS,UNH,"UnitedHealth Group Inc",268368.43
XNGS,TFIN,"Triumph Financial Inc",1334.69
XNYS,VZ,"Verizon Communications Inc",182563.84
XNMS,KALV,"Kalvista Pharmaceuticals Inc",686.08
XNGS,RIGL,"Rigel Pharmaceuticals Inc",374.78
XNYS,HPE,"Hewlett Packard Enterprise Co",23304.95
XNGS,TXN,"Texas Instruments Inc",173054.85
XNYS,HASI,"HA Sustainable Infrastructure Capital Inc",3009.99
XNGS,RMBS,"Rambus Inc",6075.22
XNYS,IMAX,"Imax Corp",1476.29
XNMS,BLBD,"Blue Bird Corp",1272.09
XNGS,ROCK,"Gibraltar Industries Inc",1745.24
XNGS,ROIC,"Retail Opportunity Investments Corp",2255.50
XNGS,ROST,"Ross Stores Inc",46771.57
XNYS,KN,"Knowles Corp",1448.13
XNMS,SMMT,"Summit Therapeutics Inc",14652.80
XNMS,AXSM,"Axsome Therapeutics Inc",5448.50
XNYS,LDOS,"Leidos Holdings Inc",18711.86
XNYS,AROC,"Archrock Inc",4535.16
XNYS,LADR,"Ladder Capital Corp",1347.57
XNYS,LPG,"Dorian LPG Ltd",953.27
XNGS,ACVA,"ACV Auctions Inc",2084.72
XNGS,SANM,"Sanmina Corp",4599.49
XNGS,SASR,"Sandy Spring Bancorp Inc",1263.03
XNGS,SATS,"EchoStar Corp",2969.25
XNGS,SBAC,"SBA Communications Corp",24676.30
XNYS,DOCN,"DigitalOcean Holdings Inc",2528.00
XNGS,SBCF,"Seacoast Banking Corporation of Florida",2190.05
XNGS,SBGI,"Sinclair Inc",587.57
XNYS,MATX,"Matson Inc",3659.16
XNGS,SBRA,"Sabra Health Care REIT Inc",4228.13
XNYS,MC,"Moelis & Co",4251.45
XNGS,SCHL,"Scholastic Corp",497.73
XNGS,SCSC,"Scansource Inc",936.14
XNGS,SCVL,"Shoe Carnival Inc",529.68
XNYS,MODN,"Model N Inc",1182.30
XNGS,HON,"Honeywell International Inc",145676.93
XNYS,MTDR,"Matador Resources Co",5605.33
XNGS,SFNC,"Simmons First National Corp",2340.20
XNYS,MTRN,"Materion Corp",1657.86
XNGS,SHEN,"Shenandoah Telecommunications Co",725.76
XNGS,SNCY,"Sun Country Airlines Holdings Inc",608.70
XNGS,SHOO,"Steven Madden Ltd",1791.73
XNYS,NBHC,"National Bank Holdings Corp",1383.97
XNYS,NGVC,"Natural Grocers by Vitamin Cottage Inc",1018.61
XNYS,FCPT,"Four Corners Property Trust Inc",2729.82
XNGS,SIGI,"Selective Insurance Group Inc",5310.47
XNYS,NOW,"ServiceNow Inc",210625.79
XNGS,MTCH,"Match Group Inc",7724.60
XNGS,SIRI,"Sirius XM Holdings Inc",7299.17
XNGS,SKYW,"SkyWest Inc",4080.72
XNYS,NSP,"Insperity Inc",2393.80
XNGS,SLAB,"Silicon Laboratories Inc",4037.28
XNGS,EMBC,"Embecta Corp",583.26
XNYS,HWM,"Howmet Aerospace Inc",70647.00
XNGS,SRRK,"Scholar Rock Holding Corp",3251.89
XNYS,OGS,"ONE Gas Inc",4399.51
XNGS,SMTC,"Semtech Corp",3255.77
XNGS,KNSA,"Kiniksa Pharmaceuticals International PLC",1045.29
XNGS,SNPS,"Synopsys Inc",74818.60
XNCM,LSEA,"Landsea Homes Corp",425.95
XNYS,SDRL,"Seadrill Ltd",1524.52
XNYS,PAYC,"Paycom Software Inc",15268.96
XNYS,PBF,"PBF Energy Inc",2094.37
XNYS,PFSI,"PennyMac Financial Services Inc",4907.52
XNGS,SPSC,"SPS Commerce Inc",5403.04
XNGS,SPTN,"SpartanNash Co",623.18
XNYS,LBRT,"Liberty Energy Inc",1930.49
XNCM,CDMO,"Avid Bioservices Inc",799.54
XNGS,KDP,"Keurig Dr Pepper Inc",44222.79
XNYS,CTVA,"Corteva Inc",48570.50
XNGS,PRVA,"Privia Health Group Inc",2779.76
XNMS,STAA,"STAAR Surgical Co",861.75
XNYS,PARR,"Par Pacific Holdings Inc",1105.33
XNYS,SUM,"Summit Materials Inc",9219.69
XNYS,RHP,"Ryman Hospitality Properties Inc",5756.48
XNGS,STRL,"Sterling Infrastructure Inc",5937.70
XNGS,BATRK,"Atlanta Braves Holdings Inc",2065.22
XNGS,STX,"Seagate Technology Holdings PLC",27100.17
XNMS,CSTL,"Castle Biosciences Inc",491.41
XNGS,SWKS,"Skyworks Solutions Inc",10626.89
XNGS,RDUS,"Radius Recycling Inc",828.29
XNGS,SYNA,"Synaptics Inc",2382.49
XNYS,SLCA,"US Silica Holdings Inc",1212.56
XNYS,WLY,"John Wiley & Sons Inc",1710.87
XNGS,TBBK,"Bancorp Inc",2353.24
XNYS,SSTK,"Shutterstock Inc",629.63
XNGS,TCBI,"Texas Capital Bancshares Inc",3322.03
XNGS,TECH,"Bio-Techne Corp",7573.43
XNCM,COOP,"Mr Cooper Group Inc",8449.91
XNGS,PLTR,"Palantir Technologies Inc",271345.09
XNGS,AXON,"Axon Enterprise Inc",61374.47
XNYS,JOE,"St Joe Co",2638.05
XNCM,RIOT,"Riot Platforms Inc",3211.80
XNCM,CLSK,"CleanSpark Inc",2534.11
